,DBN,schoolyear,frl_percent,total_enrollment,ell_percent,sped_percent,asian_per,black_per,hispanic_per,white_per,male_per,StartingYear,EndingYear
1056,09X412,20052006,NA,482,11.2,14.5,1.7,34.4,61.8,0.8,53.5,2005,2006
1057,09X412,20062007,NA,487,10.1,15,1.6,34.7,61.6,0.8,52.6,2006,2007
1058,09X412,20072008,NA,517,16.4,16.4,2.1,36.4,60,0.8,51.8,2007,2008
1059,09X412,20082009,NA,468,17.5,17.5,1.9,33.3,63.7,0.4,54.5,2008,2009
1060,09X412,20092010,74.2,443,17.6,16.5,1.8,35.7,61.9,0,55.5,2009,2010
1061,09X412,20102011,81.5,439,20.7,21.4,1.8,36.2,60.4,0.9,56.9,2010,2011
1062,09X412,20112012,77.6,401,23.2,23.2,0.7,38.7,59.9,0.5,54.9,2011,2012
1063,09X413,20052006,NA,432,9,3.5,6.3,37.5,50.9,1.2,32.2,2005,2006
1064,09X413,20062007,NA,503,3.6,3,7,44.7,46.1,0.6,32.8,2006,2007
1065,09X413,20072008,NA,505,4.4,5.5,7.3,41.8,47.9,0.8,33.7,2007,2008
1066,09X413,20082009,NA,487,4.9,6.4,7.2,43.7,47.2,0.8,34.9,2008,2009
1067,09X413,20092010,87.8,458,4.8,7.4,7,41.7,49.6,0.7,37.6,2009,2010
1068,09X413,20102011,87.3,434,6,9,6.7,35.9,56.5,0,40.3,2010,2011
1069,09X413,20112012,76.9,455,5.7,8.6,5.3,36.7,57.8,0.2,42.2,2011,2012
1070,09X414,20052006,NA,411,16.3,10.9,2.4,36.7,58.4,1,53.3,2005,2006
1071,09X414,20062007,NA,471,19.5,16.1,1.7,32.1,63.5,0.6,52.9,2006,2007
1072,09X414,20072008,NA,484,26.2,16.9,2.1,30,66.1,0.8,53.7,2007,2008
1073,09X414,20082009,NA,457,25.8,18.6,0.9,26.9,71.3,0.7,51.4,2008,2009
1074,09X414,20092010,78.8,445,26.1,16.2,0.7,28.3,70.1,0.4,50.8,2009,2010
1075,09X414,20102011,83.6,413,36.3,20.1,0.5,25.2,73.6,0.2,50.1,2010,2011
1076,09X414,20112012,77.7,382,38.5,20.9,0.5,22.3,75.4,1.6,53.4,2011,2012
1077,09X505,20052006,NA,598,3.7,8.7,1.7,39.6,52.5,2.2,39,2005,2006
1078,09X505,20062007,NA,576,2.4,8.5,1.9,37.5,54.5,3,38,2006,2007
1079,09X505,20072008,NA,594,4.4,10.9,2.9,36.7,56.4,1.2,38.9,2007,2008
1080,09X505,20082009,NA,602,4,13,3,33.9,60.3,1.8,39.9,2008,2009
1081,09X505,20092010,79.2,632,5.4,12.7,2.8,33.1,61.6,1.7,43.7,2009,2010
1082,09X505,20102011,79.2,723,5.8,14.2,2.1,32.4,63.6,1.7,45.4,2010,2011
1083,09X505,20112012,66.2,763,6.6,14,2,30.4,66.2,1,45.9,2011,2012
1084,09X517,20052006,NA,306,3.3,4.6,1.6,52.9,41.8,1,45.1,2005,2006
1085,09X517,20062007,NA,396,3,7.1,1.3,54.3,39.9,0.5,46.2,2006,2007
1086,09X517,20072008,NA,498,5.4,7.2,1,57.6,41,0.4,45.6,2007,2008
1087,09X517,20082009,NA,552,7.2,9.8,0.5,58.7,40.2,0.5,45.1,2008,2009
1088,09X517,20092010,72.1,587,6.6,14.1,0.9,56.9,41.6,0.5,47.4,2009,2010
1089,09X517,20102011,77.2,608,5.8,16.9,0.8,57.2,41.3,0.3,50.5,2010,2011
1090,09X517,20112012,79.7,532,6.4,17.7,1.1,56.2,41.4,0.4,51.5,2011,2012
1091,09X525,20052006,NA,628,5.3,11.3,1.3,35.7,51.8,1.4,38.9,2005,2006
1092,09X525,20062007,NA,626,4.6,13.6,1.3,36.4,51.6,0.3,38.8,2006,2007
1093,09X525,20072008,NA,649,6.2,13.7,1.2,43.5,54.1,0.9,39.6,2007,2008
1094,09X525,20082009,NA,662,6.2,15.7,1.4,43.2,54.4,0.5,40.9,2008,2009
1095,09X525,20092010,85.2,658,8.8,18.4,1.1,43,54.1,0.6,42.4,2009,2010
1096,09X525,20102011,83.3,649,8,19.4,1.5,43.1,53.9,0.9,43.6,2010,2011
1097,09X525,20112012,76.9,705,9.6,20.3,0.7,41.1,57,0,43.3,2011,2012
1098,09X543,20052006,NA,232,8.2,12.9,0.9,37.9,58.6,0.9,12.5,2005,2006
1099,09X543,20062007,NA,217,10.1,14.3,0.9,34.1,62.2,1.4,10.1,2006,2007
1100,09X543,20072008,NA,206,8.3,15.5,0,34.5,62.1,1,10.7,2007,2008
1101,09X543,20082009,NA,201,8,18.9,0,35.3,62.2,0,10.9,2008,2009
1102,09X543,20092010,88.9,212,9.4,23.1,0,35.4,64.6,0,13.2,2009,2010
1103,09X543,20102011,89.6,256,6.6,23.4,0,34.8,64.1,0,12.9,2010,2011
1104,09X543,20112012,84.3,323,8.7,22.3,0.3,36.8,62.5,0,14.6,2011,2012
1105,10X037,20052006,NA,566,9.9,18.9,3.4,23,67.3,4.4,51.8,2005,2006
1106,10X037,20072008,NA,563,16,22.9,3.7,21.3,69.8,3.7,51.2,2007,2008
1107,10X037,20082009,NA,578,14.4,24.7,3.8,20.6,71.8,2.9,53.8,2008,2009
1108,10X118,20062007,NA,1215,7.5,11.4,6.6,26.3,64.1,2.2,47.2,2006,2007
1109,10X141,20052006,NA,1227,6.6,14.2,11.1,13.9,47,27.4,52.4,2005,2006
1110,10X141,20062007,NA,1244,5.2,12.9,11.9,12.7,47,27.4,51.7,2006,2007
1111,10X141,20072008,NA,1232,7.6,12.6,10.2,13.2,46.9,28.7,49.7,2007,2008
1112,10X141,20082009,NA,1278,5.2,14.9,10.4,13.1,48.3,27.3,50.2,2008,2009
1113,10X141,20092010,51.9,1302,6.5,15.1,9,13.5,49.7,26.4,51.4,2009,2010
1114,10X141,20102011,51.9,1335,7.2,15,8.9,13.9,51.8,24.7,51.8,2010,2011
1115,10X141,20112012,39.7,1337,6.7,15.2,8.8,13,53,24.9,51.8,2011,2012
1116,10X213,20052006,NA,210,12.4,7.1,2.9,32.9,59.5,1.4,64.3,2005,2006
1117,10X213,20062007,NA,292,10.6,12.7,2.7,29.8,62,1.4,72.9,2006,2007
1118,10X213,20072008,NA,354,11.9,14.4,4,38.1,54.2,1.4,79.1,2007,2008
1119,10X213,20082009,NA,372,10.5,18.8,2.7,37.4,56.5,2.2,81.5,2008,2009
1120,10X213,20092010,89.3,404,16.8,19.6,4,33.9,60.4,1.5,84.4,2009,2010
1121,10X213,20102011,89.4,429,19.6,19.3,5.1,31,62.9,0.9,84.1,2010,2011
1122,10X213,20112012,79.8,444,15.5,21.4,5.2,29.5,64.2,0.9,82.7,2011,2012
1123,10X225,20052006,NA,386,4.7,8,1.8,24.4,67.4,4.9,33.4,2005,2006
1124,10X225,20062007,NA,442,3.8,7.7,2,23.5,69,4.3,36.4,2006,2007
1125,10X225,20072008,NA,459,4.6,8.3,2.2,24,68.8,3.7,35.5,2007,2008
1126,10X225,20082009,NA,510,3.1,10.8,2.2,23.9,69.2,3.3,37.8,2008,2009
1127,10X225,20092010,56.9,528,4.9,14,2.5,25.4,68.6,2.7,36,2009,2010
1128,10X225,20102011,76.3,528,5.1,16.5,1.3,25.4,71,1.9,34.7,2010,2011
1129,10X225,20112012,67.4,524,4.4,18.9,1.1,27.3,69.7,1.1,30.9,2011,2012
1130,10X237,20052006,NA,279,11.8,4.3,1.1,31.2,63.4,2.5,21.1,2005,2006
1131,10X237,20062007,NA,410,10.5,9,1.5,32.2,63.4,2.2,21.5,2006,2007
1132,10X237,20072008,NA,469,9.6,11.3,2.6,30.3,64.6,1.3,23.2,2007,2008
1133,10X237,20082009,NA,405,9.6,13.3,2.5,27.9,66.7,1.7,19.5,2008,2009
1134,10X237,20092010,90.3,409,10.3,16.1,2,33.7,61.6,2.2,17.6,2009,2010
1135,10X237,20102011,79.4,476,8.2,16,2.1,34,62.2,1.1,17.9,2010,2011
1136,10X237,20112012,71.5,540,6.7,15.6,1.5,35.6,57.4,3.3,16.5,2011,2012
1137,10X243,20052006,NA,297,11.4,9.4,2.7,38,57.2,0.7,57.2,2005,2006
1138,10X243,20062007,NA,469,10.4,10.2,1.9,35.8,60.1,0.6,53.7,2006,2007
1139,10X243,20072008,NA,554,15.2,16.1,3.1,35.2,60.1,0.5,55.8,2007,2008
1140,10X243,20082009,NA,567,11.3,15.3,3.7,34.7,60.5,0.5,58.2,2008,2009
1141,10X243,20092010,93.4,558,13.3,17.4,3.9,29.7,63.6,1.3,56.5,2009,2010
1142,10X243,20102011,96,610,15.2,18.4,3.8,26.2,67.2,1.8,57.9,2010,2011
1143,10X243,20112012,86.3,636,13.2,19.5,3.5,24.7,69.5,1.3,57.9,2011,2012
1144,10X268,20052006,NA,112,75,0,3.6,5.4,85.7,3.6,42,2005,2006
1145,10X268,20062007,NA,223,47.5,0.4,6.3,7.2,83,2.7,50.7,2006,2007
1146,10X268,20072008,NA,326,85.9,0.9,5.2,9.8,80.7,2.5,51.2,2007,2008
1147,10X268,20082009,NA,437,69.3,0.9,3.7,11,81.7,2.3,49,2008,2009
1148,10X268,20092010,93.2,459,86.9,0.9,4.8,7.4,85,1.7,52.5,2009,2010
1149,10X268,20102011,96,516,84.3,0.2,7.2,4.1,86.2,2.5,51.4,2010,2011
1150,10X268,20112012,95.1,497,88.7,0.4,6.8,5.4,84.7,3,52.3,2011,2012
1151,10X284,20052006,NA,307,3.9,5.9,2.6,39.1,52.8,3.3,43,2005,2006
1152,10X284,20062007,NA,394,4.1,8.4,2.5,39.1,52.5,2.8,41.6,2006,2007
1153,10X284,20072008,NA,416,7.5,8.9,2.2,38.2,54.3,1.9,42.3,2007,2008
1154,10X284,20082009,NA,437,4.6,11.2,2.3,39.8,54.7,2.7,44.6,2008,2009
1155,10X284,20092010,89.5,429,5.1,10,2.1,35.9,58.7,2.8,50.8,2009,2010
1156,10X284,20102011,87,408,7.1,13.5,0.2,37.5,58.6,3.7,54.2,2010,2011
1157,10X284,20112012,74.2,422,7.1,15.2,0.7,31.5,65.2,2.6,56.6,2011,2012
1158,10X306,20062007,NA,730,20.1,22.1,1.4,33.3,64.7,0.3,55.5,2006,2007
1159,10X319,20052006,NA,126,4.8,5.6,2.4,39.7,56.3,0,44.4,2005,2006
1160,10X319,20062007,NA,129,3.9,4.7,2.3,35.7,61.2,0,39.5,2006,2007
1161,10X319,20072008,NA,125,4,4.8,2.4,41.6,55.2,0.8,35.2,2007,2008
1162,10X319,20082009,NA,200,5.5,8,0.5,35,62.5,1,39.5,2008,2009
1163,10X319,20092010,87.9,208,6.7,10.1,0,36.5,62,1,35.6,2009,2010
1164,10X319,20102011,86.7,204,7.4,15.7,0,44.6,53.9,1,40.2,2010,2011
1165,10X319,20112012,81.8,213,5.2,16.4,0,37.6,61.5,0.5,40.4,2011,2012
1166,10X331,20072008,NA,500,15.8,24.6,1.2,32,66.2,0.4,56.4,2007,2008
1167,10X342,20062007,NA,270,79.3,1.5,0,0,99.6,0.4,58.1,2006,2007
1168,10X342,20072008,NA,386,79.3,2.8,0,0,99.7,0.3,54.1,2007,2008
1169,10X342,20082009,NA,499,80,2.4,0,0.4,99.4,0.2,51.3,2008,2009
1170,10X342,20092010,83.2,510,80.2,4.1,0,0.2,99.4,0.4,52.4,2009,2010
1171,10X342,20102011,88.9,558,82.4,4.3,0,0,99.5,0,49.6,2010,2011
1172,10X342,20112012,78.3,606,79.9,4.6,0.2,0,99.8,0,49,2011,2012
1173,10X368,20052006,NA,954,12.2,12.1,3.5,17.4,75.2,3.6,51.6,2005,2006
1174,10X368,20062007,NA,1007,11.1,12.4,3.6,17.3,76,2.9,52.5,2006,2007
1175,10X368,20072008,NA,990,12.3,14.5,4,15.3,77.4,2.6,52.4,2007,2008
1176,10X368,20082009,NA,1010,12.5,16.5,4.3,14.1,78.5,2.5,53.2,2008,2009
1177,10X368,20092010,91.1,1074,14.5,15.5,4.2,11.3,81,3,51.4,2009,2010
1178,10X368,20102011,91.1,1118,13.4,14.8,3.9,11.9,80.9,2.3,49.7,2010,2011
1179,10X368,20112012,77.9,1126,12.1,14.3,4,11.9,81.9,2,48.9,2011,2012
1180,10X374,20072008,NA,122,4.9,4.1,1.6,36.9,59,0.8,41,2007,2008
1181,10X374,20082009,NA,222,6.8,7.7,1.8,35.6,59.9,1.8,45.9,2008,2009
1182,10X374,20092010,84.6,295,6.1,10.2,1,36.9,58.6,2,46.8,2009,2010
1183,10X374,20102011,92.9,368,7.3,10.6,1.4,35.1,61.1,1.9,44.3,2010,2011
1184,10X374,20112012,75.3,324,9.3,11.1,0.9,35.2,59.9,3.1,47.2,2011,2012
1185,10X397,20082009,NA,85,89.4,0,3.5,9.4,84.7,1.2,52.9,2008,2009
1186,10X397,20092010,98.8,165,81.8,0,9.1,13.9,73.3,1.8,60.6,2009,2010
1187,10X397,20102011,97.6,238,88.2,0,10.5,13.4,73.1,2.5,56.3,2010,2011
1188,10X397,20112012,92.8,316,80.4,0,7,16.5,72.5,1.9,55.7,2011,2012
1189,10X410,20052006,NA,127,17.3,26.8,0.8,36.2,63,0,55.9,2005,2006
1190,10X430,20052006,NA,1868,34,15.4,1.7,17.5,79.4,1,52.1,2005,2006
1191,10X430,20062007,NA,1112,23.5,14,1.7,16.5,80.7,0.7,51.9,2006,2007
1192,10X430,20072008,NA,424,51.4,12.5,1.4,14.9,82.8,0.9,54,2007,2008
1193,10X433,20052006,NA,493,8.5,8.5,1.4,34.5,59.8,2.4,28.8,2005,2006
1194,10X433,20062007,NA,533,10.1,11.3,0.9,33,61.4,1.7,31.1,2006,2007
1195,10X433,20072008,NA,519,13.1,14.3,1.5,32,63.2,1.5,36.6,2007,2008
1196,10X433,20082009,NA,517,13.2,14.9,1.4,34,61.5,2.1,39.1,2008,2009
1197,10X433,20092010,90.8,484,16.7,17.4,1.9,32.4,64.3,0.8,38.4,2009,2010
1198,10X433,20102011,95.4,465,18.7,20.6,2.6,28.8,68,0.6,40.2,2010,2011
1199,10X433,20112012,88.1,473,17.8,20.1,2.5,25.2,70.4,1.9,42.3,2011,2012
1200,10X434,20052006,NA,378,14.3,16.9,2.4,33.3,60.1,1.6,47.9,2005,2006
1201,10X434,20062007,NA,409,14.7,17.8,2.2,32.8,58.9,2,49.4,2006,2007
1202,10X434,20072008,NA,385,19,17.1,1.3,34.8,61,1.8,49.1,2007,2008
1203,10X434,20082009,NA,398,17.1,18.3,1.8,34.7,62.1,1.3,48.5,2008,2009
1204,10X434,20092010,90.4,413,16.9,15,3.4,32.7,62,1.5,46.7,2009,2010
1205,10X434,20102011,95.4,389,14.7,17,3.1,30.8,64.8,1,46,2010,2011
1206,10X442,20092010,82.1,365,5.8,7.9,0.3,29,66.8,2.2,39.5,2009,2010
1207,10X434,20112012,76.8,407,11.3,15.7,3.2,29,65.6,1.7,47.2,2011,2012
1208,10X435,20052006,NA,299,16.4,15.1,2.3,34.4,62.2,1,61.5,2005,2006
1209,10X435,20062007,NA,23,30.4,4.3,0,26.1,73.9,0,73.9,2006,2007
1210,10X437,20052006,NA,467,9.2,20.1,1.1,37.5,58.5,1.9,50.1,2005,2006
1211,10X437,20062007,NA,457,5.7,19.7,1.5,39.8,54.5,2.4,47.9,2006,2007
1212,10X437,20072008,NA,420,6.9,18.1,2.1,42.1,52.6,2.9,41.7,2007,2008
1213,10X437,20082009,NA,389,7.7,17.7,1.8,41.9,53.7,2.6,40.1,2008,2009
1214,10X437,20092010,94.8,371,9.4,18.1,1.9,43.7,52.3,1.6,40.4,2009,2010
1215,10X437,20102011,97.3,371,11.9,21.8,1.9,38.8,57.4,1.6,39.4,2010,2011
1216,10X437,20112012,78.3,387,12.4,22.5,1.6,35.7,61.5,1.3,43.2,2011,2012
1217,10X438,20052006,NA,527,14.4,14.4,1.9,30,63.8,1.5,59.2,2005,2006
1218,10X438,20062007,NA,575,11.1,12.5,2.6,36,59.7,0.9,58.4,2006,2007
1219,10X438,20072008,NA,538,12.1,14.7,2.4,35.7,57.8,1.5,59.5,2007,2008
1220,10X438,20082009,NA,522,12.5,14.4,2.7,36.4,58.6,1.3,59,2008,2009
1221,10X438,20092010,89.8,495,13.1,14.9,2.6,36.4,58.2,1.8,60.6,2009,2010
1222,10X438,20102011,89.7,463,17.1,19.9,2.4,29.2,66.3,1.5,62.6,2010,2011
1223,10X438,20112012,78.9,451,16.6,20.6,2.7,27.7,67.8,1.3,63.4,2011,2012
1224,10X439,20052006,NA,446,8.5,16.8,0.4,42.6,53.8,1.1,41.9,2005,2006
1225,10X439,20062007,NA,476,7.6,15.3,0.6,42,53.8,1.1,39.9,2006,2007
1226,10X439,20072008,NA,425,10.6,18.8,1.4,39.5,57.2,1.2,38.1,2007,2008
1227,10X439,20082009,NA,440,10,18.6,2.3,40.2,56.4,0.7,40.7,2008,2009
1228,10X439,20092010,90.2,451,13.7,20,2.2,37.3,58.1,1.1,41.5,2009,2010
1229,10X439,20102011,91.5,419,13.4,20.3,2.4,35.3,59.9,1.7,44.6,2010,2011
1230,10X439,20112012,80.2,432,13.4,20.8,2.3,30.8,64.6,0.9,44.4,2011,2012
1231,10X440,20052006,NA,4533,14,10.5,5.7,26,63.5,3.4,44.9,2005,2006
1232,10X440,20062007,NA,4465,12.2,10.3,5.5,25.4,65,2.8,45.8,2006,2007
1233,10X440,20072008,NA,4392,19.4,11.2,5.5,25.3,65.2,2.5,47.2,2007,2008
1234,10X440,20082009,NA,4388,19.8,11.5,6,26,64.8,2.4,48.1,2008,2009
1235,10X440,20092010,81.3,4444,21,11.4,6,27.6,63.2,2.2,48.5,2009,2010
1236,10X440,20102011,85.2,4408,19,13.9,6.6,28.8,61.7,2.1,49.2,2010,2011
1237,10X440,20112012,74.8,4159,19,14.9,6.7,30.8,59.6,2.1,51.1,2011,2012
1238,10X442,20052006,NA,244,6.6,4.5,0.8,29.5,65.2,2,42.6,2005,2006
1239,10X442,20062007,NA,331,5.7,5.4,0.6,29.3,67.4,2.1,42.9,2006,2007
1240,10X442,20072008,NA,348,7.2,6,0.6,32.5,64.4,2.3,39.4,2007,2008
1241,10X442,20082009,NA,364,4.4,9.1,0.5,29.9,67.9,1.4,38.5,2008,2009
1242,10X442,20102011,86.3,397,4.8,8.8,0.5,27.5,69.3,2.5,39.8,2010,2011
1243,10X442,20112012,74.7,423,3.5,7.8,0.5,27.2,69.5,2.4,40.7,2011,2012
1244,10X445,20052006,NA,2436,0.1,0,51.1,4.8,6.4,28.2,55,2005,2006
1245,10X445,20062007,NA,2508,0,0.1,54.3,4,6.9,25.7,54.7,2006,2007
1246,10X445,20072008,NA,2670,0.1,0.2,59.9,4.4,7.7,27.7,55.4,2007,2008
1247,10X445,20082009,NA,2808,0,0.3,61.4,4.1,7.5,26.7,56.4,2008,2009
1248,10X445,20092010,31.9,2941,0,0.3,60.8,3.3,7.7,25.2,57.4,2009,2010
1249,10X445,20102011,31.6,3017,0,0.3,61.8,3.4,8,26.4,57.8,2010,2011
1250,10X445,20112012,34.2,3013,0.1,0.1,63.5,3.5,7.2,25.4,57.8,2011,2012
1251,10X475,20052006,NA,3419,19.8,14,2.2,28.8,65.7,2,57.6,2005,2006
1252,10X475,20062007,NA,2716,17.7,16.3,2,29.3,66.1,2.2,60.1,2006,2007
1253,10X475,20072008,NA,2060,25.1,16.9,1.9,28.8,66.3,2.3,61.5,2007,2008
1254,10X475,20082009,NA,1617,23.6,19.5,1.7,31.2,63.9,2.8,64.4,2008,2009
1255,10X475,20092010,85.3,1291,21.4,17.4,1.7,32.8,62.2,2.3,65.7,2009,2010
1256,10X475,20102011,91.2,1142,22.2,19.3,2,32.1,62.2,1.9,67.3,2010,2011
1257,10X660,20082009,NA,1483,14.8,15.9,1.3,32.1,63.9,1.8,37,2008,2009
1258,10X475,20112012,77.8,706,23.8,20.8,0.7,35.1,62.7,1.4,68.3,2011,2012
1259,10X477,20052006,NA,411,34.3,1.7,14.8,18,56.9,9.7,49.6,2005,2006
1260,10X477,20062007,NA,429,27.5,1.2,16.6,17.5,57.8,7.9,47.6,2006,2007
1261,10X477,20072008,NA,418,37.8,1.2,15.1,17.5,60.5,6.5,46.9,2007,2008
1262,10X477,20082009,NA,428,30.8,3,13.8,18,61.2,6.5,44.9,2008,2009
1263,10X477,20092010,94.9,445,31.9,7.4,11.2,18.2,62.9,5.8,45.6,2009,2010
1264,10X477,20102011,94.8,449,31,8,12.2,20.7,60.1,6.2,47.2,2010,2011
1265,10X477,20112012,83.9,456,32.2,6.8,11,23,57.9,7.5,46.7,2011,2012
1266,10X512,20052006,NA,118,40.7,3.4,0.8,18.6,78,1.7,53.4,2005,2006
1267,10X512,20062007,NA,145,29.7,2.8,2.1,19.3,76.6,1.4,47.6,2006,2007
1268,10X512,20072008,NA,157,30.6,5.7,1.9,20.4,77.1,0.6,48.4,2007,2008
1269,10X524,20112012,60,85,97.6,0,2.4,12.9,80,4.7,50.6,2011,2012
1270,10X546,20052006,NA,293,7.2,10.9,0.7,30.7,61.8,3.1,31.7,2005,2006
1271,10X546,20062007,NA,368,6.3,10.3,1.1,32.3,60.1,3.3,31.8,2006,2007
1272,10X546,20072008,NA,414,8.2,11.6,0.5,35.5,60.9,2.7,30.9,2007,2008
1273,10X546,20082009,NA,415,7.5,10.6,0.5,35.2,61.9,2.4,27.7,2008,2009
1274,10X546,20092010,90.2,419,7.9,12.9,0.5,32.7,63.5,3.1,29.8,2009,2010
1275,10X546,20102011,90.2,429,8.2,12.8,0.5,29.8,66.2,2.3,31.2,2010,2011
1276,10X546,20112012,73.7,445,9.4,15.1,0.4,28.8,69,1.8,32.1,2011,2012
1277,10X549,20052006,NA,267,13.5,19.1,1.1,32.2,60.7,1.5,47.9,2005,2006
1278,10X549,20062007,NA,367,12.5,18.5,0.5,29.2,68.1,1.4,51.2,2006,2007
1279,10X549,20072008,NA,442,16.7,17.6,1.4,25.3,71.3,0.9,51.1,2007,2008
1280,10X549,20082009,NA,448,14.7,19.2,2,27,69.4,0.7,48.7,2008,2009
1281,10X549,20092010,86.7,451,18.8,18.4,2,25.9,69.4,1.1,52.1,2009,2010
1282,10X549,20102011,89.1,502,22.7,19.5,2.2,22.9,72.3,1.2,53.2,2010,2011
1283,10X549,20112012,80,529,20.6,17.8,2.1,20.2,75.6,1.3,52.4,2011,2012
1284,10X660,20052006,NA,1496,11.1,19.3,1.5,32.9,62.1,1.9,37.4,2005,2006
1285,10X660,20062007,NA,1480,11.5,18.2,1.1,34.3,61.5,1.3,36.6,2006,2007
1286,10X660,20072008,NA,1445,18.5,18.1,1.1,31.3,64.1,1.9,37,2007,2008
1287,10X660,20092010,82.2,1467,15.4,17.4,1.4,32,64.3,1.3,37.9,2009,2010
1288,10X660,20102011,82.2,1373,16.5,21.6,1.5,31.8,64.8,1.2,39,2010,2011
1289,10X660,20112012,71,1162,18.8,24.1,1.5,30.1,67.1,0.9,40,2011,2012
1290,10X696,20052006,NA,309,0.3,0,20.1,23,24.3,32.4,46.9,2005,2006
1291,10X696,20062007,NA,334,NA,0,18,22.5,26,33.2,48.2,2006,2007
1292,10X696,20072008,NA,332,NA,0.6,16,19.6,23.5,39.2,51.2,2007,2008
1293,10X696,20082009,NA,346,NA,1.2,13.9,18.8,25.1,41,55.5,2008,2009
1294,10X696,20092010,30.3,352,NA,0.6,13.4,14.8,23.3,44.9,54.3,2009,2010
1295,10X696,20102011,25.9,371,NA,1.1,16.2,12.7,21.3,48.2,54.2,2010,2011
1296,10X696,20112012,20.8,377,0,1.3,16.7,10.6,18,53.8,53.8,2011,2012
1297,11X180,20072008,NA,770,3.5,27.5,4,63.1,30.4,1.8,49,2007,2008
1298,11X180,20082009,NA,681,2.8,24.8,4.1,65.1,27.8,1.9,49.6,2008,2009
1299,11X249,20052006,NA,203,11.8,4.4,3,42.4,47.8,1.5,31,2005,2006
1300,11X249,20062007,NA,278,6.8,3.6,3.2,43.9,46.4,0.7,31.3,2006,2007
1301,11X249,20072008,NA,350,8.6,6.6,3.1,43.7,47.1,1.1,29.1,2007,2008
1302,11X249,20082009,NA,354,9.3,8.8,5.6,48,44.1,0.6,30.5,2008,2009
1303,11X249,20092010,77.1,308,6.8,5.8,5.8,46.4,43.2,0.6,32.8,2009,2010
1304,11X249,20102011,80.2,307,6.2,10.4,4.9,47.6,40.7,0.7,34.9,2010,2011
1305,11X249,20112012,73.9,377,6.1,7.4,4.8,56.8,36.3,0.5,35.3,2011,2012
1306,11X253,20052006,NA,212,3.8,6.1,1.4,46.2,47.2,2.4,34.4,2005,2006
1307,11X253,20062007,NA,338,5,9.2,1.5,49.4,45.6,1.5,37.9,2006,2007
1308,11X253,20072008,NA,444,5,10.6,1.8,52,43.7,1.4,37.8,2007,2008
1309,11X253,20082009,NA,450,5.1,13.6,1.8,52.7,43.6,1.3,39.3,2008,2009
1310,11X253,20092010,81.6,452,5.3,16.2,2.2,52.9,43.4,0.9,39.2,2009,2010
1311,11X253,20102011,81.6,422,6.4,17.3,2.8,50.7,44.3,1.7,41.9,2010,2011
1312,11X253,20112012,72.4,422,8.5,14.5,2.4,48.3,47.6,1.7,40.8,2011,2012
1313,11X265,20052006,NA,224,8.5,2.7,0.4,45.5,51.8,0.9,46.9,2005,2006
1314,11X265,20062007,NA,326,9.8,5.2,0.3,42.9,53.4,0.9,50,2006,2007
1315,11X265,20072008,NA,420,9.8,10.7,1,42.1,54,1.2,49.8,2007,2008
1316,11X265,20082009,NA,423,6.9,11.1,1.9,41.6,55.6,0.9,53.9,2008,2009
1317,11X265,20092010,83.4,448,6.3,11.8,2.5,42,54,1.1,57.6,2009,2010
1318,11X265,20102011,83.4,468,4.3,16.2,2.6,39.1,56.4,1.3,59,2010,2011
1319,11X265,20112012,75.5,482,3.7,15.8,2.7,37.8,57.3,1.7,59.5,2011,2012
1320,11X270,20052006,NA,157,3.2,12.1,1.3,43.9,51.6,0,54.1,2005,2006
1321,11X270,20062007,NA,282,7.1,10.6,0.7,44.7,53.2,0,54.6,2006,2007
1322,11X270,20072008,NA,430,9.8,14,1.2,39.5,57.2,0,51.2,2007,2008
1323,11X270,20082009,NA,546,5.5,12.3,1.8,56.8,39.4,0.5,51.5,2008,2009
1324,11X270,20092010,84.1,623,4.3,14,2.2,61.8,33.5,0.2,50.7,2009,2010
1325,11X270,20102011,77.7,602,4.5,16.4,2.5,64,32.1,0.5,50.5,2010,2011
1326,11X270,20112012,63.7,606,6.3,18.5,2.5,63.7,32,0.7,52,2011,2012
1327,11X275,20052006,NA,200,5,8.5,1.5,36,55,4,74,2005,2006
1328,11X275,20062007,NA,322,5.6,10.9,3.1,37.3,55,3.7,76.4,2006,2007
1329,11X275,20072008,NA,444,9,11.7,3.4,39.6,53.4,2.3,80,2007,2008
1330,11X275,20082009,NA,490,5.9,13.3,3.3,38.6,56.3,1,81.6,2008,2009
1331,11X275,20092010,83.7,541,11.5,17,3.5,37.2,57.1,1.3,84.5,2009,2010
1332,11X275,20102011,83.7,557,10.6,18.5,3.4,35.9,59.2,0.9,86,2010,2011
1333,11X275,20112012,71.8,550,10.2,20.2,3.6,34.9,59.5,1.3,87.3,2011,2012
1334,11X288,20052006,NA,312,1.9,7.7,6.7,41,44.2,6.1,58.3,2005,2006
1335,11X288,20062007,NA,444,2.9,8.6,5.9,41.2,44.6,6.3,55.2,2006,2007
1336,11X288,20072008,NA,464,3.7,10.1,6.3,40.1,44,7.8,52.8,2007,2008
1337,11X288,20082009,NA,463,2.6,11,6.5,38.4,47.1,6.9,53.8,2008,2009
1338,11X288,20092010,74.2,485,2.7,11.1,6.8,39.6,46.6,5.8,56.5,2009,2010
1339,11X288,20102011,79.5,503,3.2,12.7,8.5,39.8,45.7,5.2,56.9,2010,2011
