,DBN,School_Name,Num of SAT Test Takers,SAT Critical Reading Avg. Score,SAT Math Avg. Score,SAT Writing Avg. Score,avg_sat_score,schoolyear,frl_percent,total_enrollment,ell_percent,sped_percent,asian_per,black_per,hispanic_per,white_per,male_per,Borough
468,10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,49,300,333,301,934,20112012,78.3,606,79.9,4.6,0.2,0,99.8,0,49,Bronx
469,10X368,INsTECH ACADEMY (M.S. / HIGH SCHOOL 368),111,390,408,383,1181,20092010,91.1,1074,14.5,15.5,4.2,11.3,81,3,51.4,Bronx
470,10X368,INsTECH ACADEMY (M.S. / HIGH SCHOOL 368),111,390,408,383,1181,20102011,91.1,1118,13.4,14.8,3.9,11.9,80.9,2.3,49.7,Bronx
471,10X368,INsTECH ACADEMY (M.S. / HIGH SCHOOL 368),111,390,408,383,1181,20112012,77.9,1126,12.1,14.3,4,11.9,81.9,2,48.9,Bronx
472,10X374,KNOWLEDGE AND POWER PREPARATORY ACADEMY INTERNATIONAL HIGH SCHOOL (KAPPA),61,392,401,387,1180,20092010,84.6,295,6.1,10.2,1,36.9,58.6,2,46.8,Bronx
473,10X374,KNOWLEDGE AND POWER PREPARATORY ACADEMY INTERNATIONAL HIGH SCHOOL (KAPPA),61,392,401,387,1180,20102011,92.9,368,7.3,10.6,1.4,35.1,61.1,1.9,44.3,Bronx
474,10X374,KNOWLEDGE AND POWER PREPARATORY ACADEMY INTERNATIONAL HIGH SCHOOL (KAPPA),61,392,401,387,1180,20112012,75.3,324,9.3,11.1,0.9,35.2,59.9,3.1,47.2,Bronx
475,10X397,ENGLISH LANGUAGE LEARNERS AND INTERNATIONAL SUPPORT PREPARATORY ACADEMY (ELLIS),38,343,356,330,1029,20092010,98.8,165,81.8,0,9.1,13.9,73.3,1.8,60.6,Bronx
476,10X397,ENGLISH LANGUAGE LEARNERS AND INTERNATIONAL SUPPORT PREPARATORY ACADEMY (ELLIS),38,343,356,330,1029,20102011,97.6,238,88.2,0,10.5,13.4,73.1,2.5,56.3,Bronx
477,10X397,ENGLISH LANGUAGE LEARNERS AND INTERNATIONAL SUPPORT PREPARATORY ACADEMY (ELLIS),38,343,356,330,1029,20112012,92.8,316,80.4,0,7,16.5,72.5,1.9,55.7,Bronx
478,10X433,HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS,57,370,371,365,1106,20092010,90.8,484,16.7,17.4,1.9,32.4,64.3,0.8,38.4,Bronx
479,10X433,HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS,57,370,371,365,1106,20102011,95.4,465,18.7,20.6,2.6,28.8,68,0.6,40.2,Bronx
480,10X433,HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS,57,370,371,365,1106,20112012,88.1,473,17.8,20.1,2.5,25.2,70.4,1.9,42.3,Bronx
481,10X434,BELMONT PREPARATORY HIGH SCHOOL,51,404,418,400,1222,20092010,90.4,413,16.9,15,3.4,32.7,62,1.5,46.7,Bronx
482,10X434,BELMONT PREPARATORY HIGH SCHOOL,51,404,418,400,1222,20102011,95.4,389,14.7,17,3.1,30.8,64.8,1,46,Bronx
483,10X434,BELMONT PREPARATORY HIGH SCHOOL,51,404,418,400,1222,20112012,76.8,407,11.3,15.7,3.2,29,65.6,1.7,47.2,Bronx
484,10X437,FORDHAM HIGH SCHOOL FOR THE ARTS,48,355,350,372,1077,20092010,94.8,371,9.4,18.1,1.9,43.7,52.3,1.6,40.4,Bronx
485,10X437,FORDHAM HIGH SCHOOL FOR THE ARTS,48,355,350,372,1077,20102011,97.3,371,11.9,21.8,1.9,38.8,57.4,1.6,39.4,Bronx
486,10X437,FORDHAM HIGH SCHOOL FOR THE ARTS,48,355,350,372,1077,20112012,78.3,387,12.4,22.5,1.6,35.7,61.5,1.3,43.2,Bronx
487,10X438,FORDHAM LEADERSHIP ACADEMY FOR BUSINESS AND TECHNOLOGY,63,367,385,367,1119,20092010,89.8,495,13.1,14.9,2.6,36.4,58.2,1.8,60.6,Bronx
488,10X438,FORDHAM LEADERSHIP ACADEMY FOR BUSINESS AND TECHNOLOGY,63,367,385,367,1119,20102011,89.7,463,17.1,19.9,2.4,29.2,66.3,1.5,62.6,Bronx
489,10X438,FORDHAM LEADERSHIP ACADEMY FOR BUSINESS AND TECHNOLOGY,63,367,385,367,1119,20112012,78.9,451,16.6,20.6,2.7,27.7,67.8,1.3,63.4,Bronx
490,10X439,BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE,65,366,364,352,1082,20092010,90.2,451,13.7,20,2.2,37.3,58.1,1.1,41.5,Bronx
491,10X439,BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE,65,366,364,352,1082,20102011,91.5,419,13.4,20.3,2.4,35.3,59.9,1.7,44.6,Bronx
492,10X439,BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE,65,366,364,352,1082,20112012,80.2,432,13.4,20.8,2.3,30.8,64.6,0.9,44.4,Bronx
493,10X440,DEWITT CLINTON HIGH SCHOOL,443,419,426,410,1255,20092010,81.3,4444,21,11.4,6,27.6,63.2,2.2,48.5,Bronx
494,10X440,DEWITT CLINTON HIGH SCHOOL,443,419,426,410,1255,20102011,85.2,4408,19,13.9,6.6,28.8,61.7,2.1,49.2,Bronx
495,10X440,DEWITT CLINTON HIGH SCHOOL,443,419,426,410,1255,20112012,74.8,4159,19,14.9,6.7,30.8,59.6,2.1,51.1,Bronx
496,10X442,"CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, THE",52,423,420,427,1270,20092010,82.1,365,5.8,7.9,0.3,29,66.8,2.2,39.5,Bronx
497,10X442,"CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, THE",52,423,420,427,1270,20102011,86.3,397,4.8,8.8,0.5,27.5,69.3,2.5,39.8,Bronx
498,10X442,"CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, THE",52,423,420,427,1270,20112012,74.7,423,3.5,7.8,0.5,27.2,69.5,2.4,40.7,Bronx
499,10X445,BRONX HIGH SCHOOL OF SCIENCE,731,632,688,649,1969,20092010,31.9,2941,0,0.3,60.8,3.3,7.7,25.2,57.4,Bronx
500,10X445,BRONX HIGH SCHOOL OF SCIENCE,731,632,688,649,1969,20102011,31.6,3017,0,0.3,61.8,3.4,8,26.4,57.8,Bronx
501,10X445,BRONX HIGH SCHOOL OF SCIENCE,731,632,688,649,1969,20112012,34.2,3013,0.1,0.1,63.5,3.5,7.2,25.4,57.8,Bronx
502,10X475,JOHN F. KENNEDY HIGH SCHOOL,109,351,362,339,1052,20092010,85.3,1291,21.4,17.4,1.7,32.8,62.2,2.3,65.7,Bronx
503,10X475,JOHN F. KENNEDY HIGH SCHOOL,109,351,362,339,1052,20102011,91.2,1142,22.2,19.3,2,32.1,62.2,1.9,67.3,Bronx
504,10X475,JOHN F. KENNEDY HIGH SCHOOL,109,351,362,339,1052,20112012,77.8,706,23.8,20.8,0.7,35.1,62.7,1.4,68.3,Bronx
505,10X477,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES,99,414,435,414,1263,20092010,94.9,445,31.9,7.4,11.2,18.2,62.9,5.8,45.6,Bronx
506,10X477,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES,99,414,435,414,1263,20102011,94.8,449,31,8,12.2,20.7,60.1,6.2,47.2,Bronx
507,10X477,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES,99,414,435,414,1263,20112012,83.9,456,32.2,6.8,11,23,57.9,7.5,46.7,Bronx
508,10X546,BRONX THEATRE HIGH SCHOOL,68,348,362,354,1064,20092010,90.2,419,7.9,12.9,0.5,32.7,63.5,3.1,29.8,Bronx
509,10X546,BRONX THEATRE HIGH SCHOOL,68,348,362,354,1064,20102011,90.2,429,8.2,12.8,0.5,29.8,66.2,2.3,31.2,Bronx
510,10X546,BRONX THEATRE HIGH SCHOOL,68,348,362,354,1064,20112012,73.7,445,9.4,15.1,0.4,28.8,69,1.8,32.1,Bronx
511,10X549,DISCOVERY HIGH SCHOOL,55,372,379,364,1115,20092010,86.7,451,18.8,18.4,2,25.9,69.4,1.1,52.1,Bronx
512,10X549,DISCOVERY HIGH SCHOOL,55,372,379,364,1115,20102011,89.1,502,22.7,19.5,2.2,22.9,72.3,1.2,53.2,Bronx
513,10X549,DISCOVERY HIGH SCHOOL,55,372,379,364,1115,20112012,80,529,20.6,17.8,2.1,20.2,75.6,1.3,52.4,Bronx
514,10X660,GRACE DODGE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,73,362,382,356,1100,20092010,82.2,1467,15.4,17.4,1.4,32,64.3,1.3,37.9,Bronx
515,10X660,GRACE DODGE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,73,362,382,356,1100,20102011,82.2,1373,16.5,21.6,1.5,31.8,64.8,1.2,39,Bronx
516,10X660,GRACE DODGE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,73,362,382,356,1100,20112012,71,1162,18.8,24.1,1.5,30.1,67.1,0.9,40,Bronx
517,10X696,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,92,636,648,636,1920,20112012,20.8,377,0,1.3,16.7,10.6,18,53.8,53.8,Bronx
518,11X249,BRONX HEALTH SCIENCES HIGH SCHOOL,74,370,381,382,1133,20092010,77.1,308,6.8,5.8,5.8,46.4,43.2,0.6,32.8,Bronx
519,11X249,BRONX HEALTH SCIENCES HIGH SCHOOL,74,370,381,382,1133,20102011,80.2,307,6.2,10.4,4.9,47.6,40.7,0.7,34.9,Bronx
520,11X249,BRONX HEALTH SCIENCES HIGH SCHOOL,74,370,381,382,1133,20112012,73.9,377,6.1,7.4,4.8,56.8,36.3,0.5,35.3,Bronx
521,11X253,BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION ARTS,46,400,357,390,1147,20092010,81.6,452,5.3,16.2,2.2,52.9,43.4,0.9,39.2,Bronx
522,11X253,BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION ARTS,46,400,357,390,1147,20102011,81.6,422,6.4,17.3,2.8,50.7,44.3,1.7,41.9,Bronx
523,11X253,BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION ARTS,46,400,357,390,1147,20112012,72.4,422,8.5,14.5,2.4,48.3,47.6,1.7,40.8,Bronx
524,11X265,BRONX LAB SCHOOL,81,377,391,367,1135,20092010,83.4,448,6.3,11.8,2.5,42,54,1.1,57.6,Bronx
525,11X265,BRONX LAB SCHOOL,81,377,391,367,1135,20102011,83.4,468,4.3,16.2,2.6,39.1,56.4,1.3,59,Bronx
526,11X265,BRONX LAB SCHOOL,81,377,391,367,1135,20112012,75.5,482,3.7,15.8,2.7,37.8,57.3,1.7,59.5,Bronx
527,11X270,ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP: A COLLEGE BOARD SCHOOL,56,386,394,361,1141,20092010,84.1,623,4.3,14,2.2,61.8,33.5,0.2,50.7,Bronx
528,11X270,ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP: A COLLEGE BOARD SCHOOL,56,386,394,361,1141,20102011,77.7,602,4.5,16.4,2.5,64,32.1,0.5,50.5,Bronx
529,11X270,ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP: A COLLEGE BOARD SCHOOL,56,386,394,361,1141,20112012,63.7,606,6.3,18.5,2.5,63.7,32,0.7,52,Bronx
530,11X275,HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY,72,381,376,354,1111,20092010,83.7,541,11.5,17,3.5,37.2,57.1,1.3,84.5,Bronx
531,11X275,HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY,72,381,376,354,1111,20102011,83.7,557,10.6,18.5,3.4,35.9,59.2,0.9,86,Bronx
532,11X275,HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY,72,381,376,354,1111,20112012,71.8,550,10.2,20.2,3.6,34.9,59.5,1.3,87.3,Bronx
533,11X288,COLLEGIATE INSTITUTE FOR MATH AND SCIENCE,97,444,471,433,1348,20092010,74.2,485,2.7,11.1,6.8,39.6,46.6,5.8,56.5,Bronx
534,11X288,COLLEGIATE INSTITUTE FOR MATH AND SCIENCE,97,444,471,433,1348,20102011,79.5,503,3.2,12.7,8.5,39.8,45.7,5.2,56.9,Bronx
535,11X288,COLLEGIATE INSTITUTE FOR MATH AND SCIENCE,97,444,471,433,1348,20112012,67.9,543,3.3,14,9.2,36.8,46.8,7,57.1,Bronx
536,11X290,BRONX ACADEMY OF HEALTH CAREERS,69,387,365,383,1135,20092010,80.6,467,6.9,16.1,3.4,49.9,42.6,1.7,27.6,Bronx
537,11X290,BRONX ACADEMY OF HEALTH CAREERS,69,387,365,383,1135,20102011,80.6,445,7.4,18.9,2.9,51.5,43.1,1.3,27.6,Bronx
538,11X290,BRONX ACADEMY OF HEALTH CAREERS,69,387,365,383,1135,20112012,70.8,483,7.7,19,3.3,52.6,41.2,1,32.7,Bronx
539,11X299,ASTOR COLLEGIATE ACADEMY,60,387,391,391,1169,20092010,73.6,471,7.2,18.9,4.5,42,41,10,58.4,Bronx
540,11X299,ASTOR COLLEGIATE ACADEMY,60,387,391,391,1169,20102011,74.5,480,10,21.7,4.8,40.2,42.7,11.3,57.3,Bronx
541,11X299,ASTOR COLLEGIATE ACADEMY,60,387,391,391,1169,20112012,64.4,498,7.6,21.7,5.4,35.7,46,11.8,58.6,Bronx
542,11X415,CHRISTOPHER COLUMBUS HIGH SCHOOL,121,367,361,353,1081,20092010,69.2,1396,17.3,22.3,6,36.1,45.9,10.2,56.4,Bronx
543,11X415,CHRISTOPHER COLUMBUS HIGH SCHOOL,121,367,361,353,1081,20102011,65.2,1155,16.2,24.1,6.5,37.2,45,10.9,56,Bronx
544,11X415,CHRISTOPHER COLUMBUS HIGH SCHOOL,121,367,361,353,1081,20112012,59.2,727,18.3,24.1,5.8,34.9,46.5,12.7,55.2,Bronx
545,11X418,BRONX HIGH SCHOOL FOR THE VISUAL ARTS,48,419,433,416,1268,20092010,78.9,406,4.2,19.2,1.5,35.5,54.4,7.6,59.1,Bronx
546,11X418,BRONX HIGH SCHOOL FOR THE VISUAL ARTS,48,419,433,416,1268,20102011,78.9,425,5.4,22.1,2.1,33.9,56,7.5,59.8,Bronx
547,11X418,BRONX HIGH SCHOOL FOR THE VISUAL ARTS,48,419,433,416,1268,20112012,68.7,483,5.2,20.9,1.9,29.2,62.3,6.4,58,Bronx
548,11X455,HARRY S TRUMAN HIGH SCHOOL,189,386,397,368,1151,20092010,47.1,2131,8.3,22.9,2.3,52.7,42.4,1.1,58.6,Bronx
549,11X455,HARRY S TRUMAN HIGH SCHOOL,189,386,397,368,1151,20102011,50.7,1987,9.3,26.8,1.9,51.4,44.6,1,60.2,Bronx
550,11X455,HARRY S TRUMAN HIGH SCHOOL,189,386,397,368,1151,20112012,50.6,1773,9.2,25.1,2,51.8,43.8,1.3,60,Bronx
551,11X513,NEW WORLD HIGH SCHOOL,72,332,381,335,1048,20092010,97.8,354,81.6,1.1,7.3,10.2,72.6,9,47.5,Bronx
552,11X513,NEW WORLD HIGH SCHOOL,72,332,381,335,1048,20102011,76.7,368,79.3,1.4,12.2,16,68.8,2.4,47.3,Bronx
553,11X513,NEW WORLD HIGH SCHOOL,72,332,381,335,1048,20112012,79.5,402,80.1,1.5,12.4,13.2,70.4,3.2,50,Bronx
554,11X514,THE BRONXWOOD PREPARATORY ACADEMY,48,377,372,363,1112,20092010,75.8,362,10.5,20.4,1.9,47.8,46.7,1.7,76,Bronx
555,11X514,THE BRONXWOOD PREPARATORY ACADEMY,48,377,372,363,1112,20102011,79.4,361,9.4,20.8,1.9,53.5,42.1,1.1,67.6,Bronx
556,11X514,THE BRONXWOOD PREPARATORY ACADEMY,48,377,372,363,1112,20112012,66.7,416,7,20.9,1.9,58.2,37.3,1,61.3,Bronx
557,11X541,GLOBAL ENTERPRISE HIGH SCHOOL,57,372,382,375,1129,20092010,83.9,467,16.1,16.7,2.8,40.3,52.9,3.4,59.3,Bronx
558,11X541,GLOBAL ENTERPRISE HIGH SCHOOL,57,372,382,375,1129,20102011,82.3,385,15.8,17.1,4.2,35.8,54.5,4.9,57.1,Bronx
559,11X541,GLOBAL ENTERPRISE HIGH SCHOOL,57,372,382,375,1129,20112012,80.3,270,14.4,17.8,4.1,35.9,54.1,5.6,56.7,Bronx
560,11X542,PELHAM PREPARATORY ACADEMY,76,431,438,419,1288,20092010,72,506,3.2,10.3,3,40.1,43.1,7.3,44.9,Bronx
561,11X542,PELHAM PREPARATORY ACADEMY,76,431,438,419,1288,20102011,74.3,501,2.6,10.2,2.4,44.5,46.7,6,47.3,Bronx
562,11X542,PELHAM PREPARATORY ACADEMY,76,431,438,419,1288,20112012,61,507,2.2,14.2,2.4,40.2,49.7,6.9,48.1,Bronx
563,11X544,HIGH SCHOOL FOR CONTEMPORARY ARTS,55,383,378,365,1126,20092010,81.5,471,9.8,19.1,1.3,43.3,52.7,0.6,50.3,Bronx
564,11X544,HIGH SCHOOL FOR CONTEMPORARY ARTS,55,383,378,365,1126,20102011,81.5,459,10,18.3,0.9,39.9,57.5,0.9,54.2,Bronx
565,11X544,HIGH SCHOOL FOR CONTEMPORARY ARTS,55,383,378,365,1126,20112012,71.9,479,10.2,21.3,1,37.2,59.9,1,55.3,Bronx
566,11X545,BRONX AEROSPACE HIGH SCHOOL,46,388,393,382,1163,20092010,51.9,403,21.3,19.9,1.5,26.3,69.7,0.7,82.4,Bronx
567,11X545,BRONX AEROSPACE HIGH SCHOOL,46,388,393,382,1163,20102011,51.9,381,17.1,21.3,2.1,25.5,71.1,0.8,84,Bronx
568,11X545,BRONX AEROSPACE HIGH SCHOOL,46,388,393,382,1163,20112012,45.6,416,14.7,25.7,2.2,23.8,72.6,1.2,82.5,Bronx
569,12X245,NEW DAY ACADEMY,25,348,344,354,1046,20092010,93.1,453,13.2,20.1,0,47.2,52.3,0,46.8,Bronx
570,12X245,NEW DAY ACADEMY,25,348,344,354,1046,20102011,87.7,339,12.4,21.8,0.6,46.6,52.5,0.3,51.9,Bronx
571,12X245,NEW DAY ACADEMY,25,348,344,354,1046,20112012,87,191,11,23,1,45.5,53.4,0,48.2,Bronx
572,12X248,"METROPOLITAN HIGH SCHOOL, THE",49,347,367,341,1055,20092010,84,327,20.8,18.7,0.3,29.1,69.7,0,48.6,Bronx
573,12X248,"METROPOLITAN HIGH SCHOOL, THE",49,347,367,341,1055,20102011,94.5,324,23.8,19.1,2.2,21.6,75.3,0.9,50.3,Bronx
574,12X248,"METROPOLITAN HIGH SCHOOL, THE",49,347,367,341,1055,20112012,86.6,339,21.8,20.9,1.8,24.2,72.9,0.9,54,Bronx
575,12X251,EXPLORATIONS ACADEMY,57,381,381,360,1122,20092010,84.1,362,12.4,16.6,0.6,31.2,66.6,1.4,50.8,Bronx
576,12X251,EXPLORATIONS ACADEMY,57,381,381,360,1122,20102011,84.1,370,17.6,20.3,1.4,28.9,68.4,1.4,50.3,Bronx
577,12X251,EXPLORATIONS ACADEMY,57,381,381,360,1122,20112012,76.4,362,19.9,21.3,1.7,31.2,65.5,1.4,50.8,Bronx
578,12X262,PERFORMANCE CONSERVATORY HIGH SCHOOL,30,361,353,360,1074,20092010,65.9,417,9.1,23,1,44.8,52,0.7,18.7,Bronx
579,12X262,PERFORMANCE CONSERVATORY HIGH SCHOOL,30,361,353,360,1074,20102011,65.9,365,8.2,26,1.1,43.8,53.7,0.3,24.7,Bronx
580,12X262,PERFORMANCE CONSERVATORY HIGH SCHOOL,30,361,353,360,1074,20112012,61.9,260,10,28.1,1.2,39.2,57.7,0.8,24.6,Bronx
581,12X267,BRONX LATIN,36,408,432,411,1251,20092010,91.4,351,12.8,20.8,1.1,25.6,73.2,0,47.9,Bronx
582,12X267,BRONX LATIN,36,408,432,411,1251,20102011,91.4,353,14.2,19.8,0.8,25.5,73.4,0.3,46.5,Bronx
583,12X267,BRONX LATIN,36,408,432,411,1251,20112012,79.3,418,13.6,21.5,0.2,25.6,73.2,1,49.8,Bronx
584,12X271,EAST BRONX ACADEMY FOR THE FUTURE,46,366,378,358,1102,20092010,83.8,621,11.1,23.7,2.1,33.3,63.4,1,53.6,Bronx
585,12X271,EAST BRONX ACADEMY FOR THE FUTURE,46,366,378,358,1102,20102011,93.4,629,11.3,21.8,2.7,30.7,65.8,0.5,52.5,Bronx
586,12X271,EAST BRONX ACADEMY FOR THE FUTURE,46,366,378,358,1102,20112012,86.2,619,11.6,24.1,1.9,29.4,68.3,0.2,53,Bronx
587,12X278,PEACE AND DIVERSITY ACADEMY,34,390,401,364,1155,20092010,75.4,330,7.9,11.8,1.8,33.3,62.1,1.2,44.8,Bronx
588,12X278,PEACE AND DIVERSITY ACADEMY,34,390,401,364,1155,20102011,80.3,279,14,17.2,1.4,36.6,60.2,0.7,45.2,Bronx
589,12X278,PEACE AND DIVERSITY ACADEMY,34,390,401,364,1155,20112012,78.8,231,13.9,17.3,1.7,43.7,53.7,0.9,45,Bronx
590,12X388,PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE,30,321,351,298,970,20092010,100,216,96.3,0,0.5,0,99.5,0,53.7,Bronx
591,12X388,PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE,30,321,351,298,970,20102011,99.1,337,96.7,0,0,0,100,0,49.6,Bronx
592,12X388,PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE,30,321,351,298,970,20112012,100,406,92.9,0.2,0,0,99.8,0,51.5,Bronx
593,12X446,ARTURO A. SCHOMBURG SATELLITE ACADEMY BRONX,14,380,372,349,1101,20102011,81.4,292,1.7,5.8,0,44.5,54.8,0,41.1,Bronx
594,12X446,ARTURO A. SCHOMBURG SATELLITE ACADEMY BRONX,14,380,372,349,1101,20112012,62.1,228,4.8,9.2,0.4,41.2,57,0,33.3,Bronx
595,12X550,HIGH SCHOOL OF WORLD CULTURES,42,304,323,312,939,20092010,97.7,318,89.6,0.3,4.4,6.3,87.1,0.9,49.4,Bronx
596,12X550,HIGH SCHOOL OF WORLD CULTURES,42,304,323,312,939,20102011,97.7,379,87.9,0.3,4.2,6.6,74.7,1.1,52.5,Bronx
597,12X550,HIGH SCHOOL OF WORLD CULTURES,42,304,323,312,939,20112012,90.6,369,86.4,0.5,2.4,10.8,84.6,0.5,52,Bronx
598,12X682,FANNIE LOU HAMER FREEDOM HIGH SCHOOL,72,342,346,341,1029,20092010,92.2,514,11.7,25.7,0.6,29.2,69.6,0.4,51.6,Bronx
599,12X682,FANNIE LOU HAMER FREEDOM HIGH SCHOOL,72,342,346,341,1029,20102011,92.2,506,11.1,26.3,0,28.7,70.9,0.4,55.3,Bronx
600,12X682,FANNIE LOU HAMER FREEDOM HIGH SCHOOL,72,342,346,341,1029,20112012,81.1,477,11.5,26.2,0.2,30.6,68.8,0.2,54.1,Bronx
601,12X684,WINGS ACADEMY,66,378,374,362,1114,20092010,82,512,6.3,18,2.5,47.3,46.5,1.2,52.9,Bronx
602,12X684,WINGS ACADEMY,66,378,374,362,1114,20102011,76.8,516,5.8,19.8,1.9,50.6,44.6,1.4,50.2,Bronx
603,12X684,WINGS ACADEMY,66,378,374,362,1114,20112012,66.4,538,4.5,22.3,1.3,55,42.2,1.3,53.7,Bronx
604,12X690,MONROE ACADEMY FOR BUSINESS/LAW,31,375,387,376,1138,20092010,88.7,461,14.8,18,1.1,29.1,67.9,0.7,57.7,Bronx
605,12X690,MONROE ACADEMY FOR BUSINESS/LAW,31,375,387,376,1138,20102011,85.2,381,16.8,21.3,2.1,26,71.1,0.3,60.4,Bronx
606,12X690,MONROE ACADEMY FOR BUSINESS/LAW,31,375,387,376,1138,20112012,80.8,249,14.9,18.5,2.4,26.9,69.1,0.4,60.6,Bronx
607,12X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,43,332,357,349,1038,20092010,87.2,472,28,19.9,1.9,19.9,76.5,0.6,49.2,Bronx
608,12X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,43,332,357,349,1038,20102011,92.1,450,29.3,21.3,2,16.7,80.7,0.4,50.9,Bronx
609,12X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,43,332,357,349,1038,20112012,87.3,466,28.8,20.8,0.9,20.4,77.5,1.3,52.6,Bronx
610,13K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS,29,352,349,373,1074,20092010,68.5,521,2.3,16.9,2.1,73.9,22.1,0.6,39.3,Brooklyn
611,13K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS,29,352,349,373,1074,20102011,83.3,493,2.4,18.7,0.4,73.2,24.5,1.2,37.5,Brooklyn
612,13K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS,29,352,349,373,1074,20112012,71.1,443,4.3,20.3,0.5,72,24.6,1.8,37,Brooklyn
613,13K336,ACADEMY OF BUSINESS AND COMMUNITY DEVELOPMENT,9,439,374,418,1231,20092010,69.2,205,2,26.8,2.4,88.3,5.9,1,99.5,Brooklyn
614,13K336,ACADEMY OF BUSINESS AND COMMUNITY DEVELOPMENT,9,439,374,418,1231,20102011,69.2,230,3.9,25.2,3,87.8,7,0.9,99.6,Brooklyn
615,13K336,ACADEMY OF BUSINESS AND COMMUNITY DEVELOPMENT,9,439,374,418,1231,20112012,59.1,225,3.1,21.3,2.7,88.9,7.1,0.4,99.6,Brooklyn
616,13K350,URBAN ASSEMBLY HIGH SCHOOL OF MUSIC AND ART,52,360,364,356,1080,20092010,80.6,411,2.9,16.1,1.5,72.7,21.7,0.7,45.5,Brooklyn
617,13K350,URBAN ASSEMBLY HIGH SCHOOL OF MUSIC AND ART,52,360,364,356,1080,20102011,76,391,3.8,20.7,2,70.3,24.3,0.8,43,Brooklyn
618,13K350,URBAN ASSEMBLY HIGH SCHOOL OF MUSIC AND ART,52,360,364,356,1080,20112012,74.1,431,4.6,22.5,1.9,73.3,22.7,0.9,42.7,Brooklyn
619,13K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA",37,375,355,384,1114,20092010,53.2,426,2.6,16.2,0.7,82.9,14.3,0.7,47.4,Brooklyn
620,13K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA",37,375,355,384,1114,20102011,71.8,467,1.9,16.7,0.6,81.4,15.6,1.1,46.9,Brooklyn
621,13K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA",37,375,355,384,1114,20112012,68.9,462,2.4,18,0.6,79.2,17.1,1.3,45.5,Brooklyn
622,13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOLOGY AND THE CREATIVE ARTS",92,399,417,395,1211,20092010,73,794,5.2,12.6,6.4,80.4,10.7,1.5,61.6,Brooklyn
623,13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOLOGY AND THE CREATIVE ARTS",92,399,417,395,1211,20102011,71.2,627,7.7,14.2,7.2,75.9,12.3,2.6,58.9,Brooklyn
624,13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOLOGY AND THE CREATIVE ARTS",92,399,417,395,1211,20112012,60.7,517,7,13.7,7.2,77.8,12.2,2.1,56.1,Brooklyn
625,13K430,BROOKLYN TECHNICAL HIGH SCHOOL,1277,587,659,587,1833,20092010,53.8,4947,0,0.7,58.8,12,8.3,20.5,58,Brooklyn
626,13K430,BROOKLYN TECHNICAL HIGH SCHOOL,1277,587,659,587,1833,20102011,64.3,5140,0.1,0.8,60.4,10.7,7.7,21,58.4,Brooklyn
