"","DBN","School_Name","Num of SAT Test Takers","SAT Critical Reading Avg. Score","SAT Math Avg. Score","SAT Writing Avg. Score","avg_sat_score","schoolyear","frl_percent","total_enrollment","ell_percent","sped_percent","asian_per","black_per","hispanic_per","white_per","male_per","Borough","lat_long","lat","long"
"726","07X334","INTERNATIONAL COMMUNITY HIGH SCHOOL",34,310,324,311,945,20092010,95.6,354,90.7,2.3,2,28.8,66.7,2.3,55.1,"Bronx","(40.810036192, -73.917812482)",40.810036192,-73.917812482
"727","07X334","INTERNATIONAL COMMUNITY HIGH SCHOOL",34,310,324,311,945,20102011,95.1,371,89.5,2.2,4.3,23.7,68.7,3,52,"Bronx","(40.810036192, -73.917812482)",40.810036192,-73.917812482
"728","07X334","INTERNATIONAL COMMUNITY HIGH SCHOOL",34,310,324,311,945,20112012,77.5,393,90.1,1.8,4.8,20.1,71.8,2,48.6,"Bronx","(40.810036192, -73.917812482)",40.810036192,-73.917812482
"729","07X379","JILL CHAIFETZ TRANSFER HIGH SCHOOL",NA,NA,NA,NA,NA,20072008,NA,125,7.2,9.6,0.8,46.4,51.2,0.8,48,NA,NA,NA,NA
"730","07X379","JILL CHAIFETZ TRANSFER HIGH SCHOOL",NA,NA,NA,NA,NA,20082009,NA,131,3.1,6.9,0.8,53.4,44.3,0.8,46.6,NA,NA,NA,NA
"731","07X379","JILL CHAIFETZ TRANSFER HIGH SCHOOL",NA,NA,NA,NA,NA,20092010,85.4,152,5.9,5.9,0,47.4,51.3,0.7,44.1,NA,NA,NA,NA
"732","07X379","JILL CHAIFETZ TRANSFER HIGH SCHOOL",NA,NA,NA,NA,NA,20102011,88.8,204,4.4,9.3,0.5,35.8,62.7,0.5,38.2,NA,NA,NA,NA
"733","07X379","JILL CHAIFETZ TRANSFER HIGH SCHOOL",NA,NA,NA,NA,NA,20112012,71.7,198,3,7.6,0.5,40.9,56.6,1,36.9,NA,NA,NA,NA
"734","07X381","BRONX HAVEN HIGH SCHOOL",NA,NA,NA,NA,NA,20082009,NA,104,8.7,8.7,0,38.5,60.6,1,33.7,NA,NA,NA,NA
"735","07X381","BRONX HAVEN HIGH SCHOOL",NA,NA,NA,NA,NA,20092010,86.4,112,8.9,8,0,40.2,59.8,0,30.4,NA,NA,NA,NA
"736","07X381","BRONX HAVEN HIGH SCHOOL",NA,NA,NA,NA,NA,20102011,85.5,138,9.4,2.2,0.7,37.7,60.9,0.7,34.8,NA,NA,NA,NA
"737","07X381","BRONX HAVEN HIGH SCHOOL",NA,NA,NA,NA,NA,20112012,64.7,153,7.8,8.5,0.7,35.9,62.7,0.7,37.3,NA,NA,NA,NA
"738","07X427","COMMUNITY SCHOOL FOR SOCIAL JUSTICE",43,361,359,357,1077,20052006,NA,338,5,13.3,0.3,36.4,58.9,1.8,42.9,"Bronx","(40.816084481, -73.930323839)",40.816084481,-73.930323839
"739","07X427","COMMUNITY SCHOOL FOR SOCIAL JUSTICE",43,361,359,357,1077,20062007,NA,367,4.1,11.7,0.3,36.5,61,0.5,44.7,"Bronx","(40.816084481, -73.930323839)",40.816084481,-73.930323839
"740","07X427","COMMUNITY SCHOOL FOR SOCIAL JUSTICE",43,361,359,357,1077,20072008,NA,360,7.8,16.1,0.3,35.8,61.7,1.1,42.2,"Bronx","(40.816084481, -73.930323839)",40.816084481,-73.930323839
"741","07X427","COMMUNITY SCHOOL FOR SOCIAL JUSTICE",43,361,359,357,1077,20082009,NA,347,6.9,17.6,0,40.1,57.3,1.4,41.5,"Bronx","(40.816084481, -73.930323839)",40.816084481,-73.930323839
"742","07X427","COMMUNITY SCHOOL FOR SOCIAL JUSTICE",43,361,359,357,1077,20092010,92.2,343,8.7,20.1,0.3,37.9,59.5,1.2,41.4,"Bronx","(40.816084481, -73.930323839)",40.816084481,-73.930323839
"743","07X427","COMMUNITY SCHOOL FOR SOCIAL JUSTICE",43,361,359,357,1077,20102011,94.4,332,11.7,19.9,0.3,36.1,62.7,0.9,43.7,"Bronx","(40.816084481, -73.930323839)",40.816084481,-73.930323839
"744","07X427","COMMUNITY SCHOOL FOR SOCIAL JUSTICE",43,361,359,357,1077,20112012,82.7,319,13.2,19.7,0.6,32.3,65.5,0.9,49.2,"Bronx","(40.816084481, -73.930323839)",40.816084481,-73.930323839
"745","07X473","MOTT HAVEN VILLAGE PREPARATORY HIGH SCHOOL",63,351,375,371,1097,20052006,NA,345,8.1,15.1,0,35.7,62.3,0,50.1,"Bronx","(40.818173536, -73.911092663)",40.818173536,-73.911092663
"746","07X473","MOTT HAVEN VILLAGE PREPARATORY HIGH SCHOOL",63,351,375,371,1097,20062007,NA,331,7.3,16.3,0.6,32.6,66.5,0,51.4,"Bronx","(40.818173536, -73.911092663)",40.818173536,-73.911092663
"747","07X473","MOTT HAVEN VILLAGE PREPARATORY HIGH SCHOOL",63,351,375,371,1097,20072008,NA,332,12,16,0.3,30.7,69,0,51.5,"Bronx","(40.818173536, -73.911092663)",40.818173536,-73.911092663
"748","07X473","MOTT HAVEN VILLAGE PREPARATORY HIGH SCHOOL",63,351,375,371,1097,20082009,NA,333,9.6,16.8,0.9,26.4,72.4,0,51.4,"Bronx","(40.818173536, -73.911092663)",40.818173536,-73.911092663
"749","07X473","MOTT HAVEN VILLAGE PREPARATORY HIGH SCHOOL",63,351,375,371,1097,20092010,75.8,344,11.3,19.2,1.5,26.2,71.8,0,51.2,"Bronx","(40.818173536, -73.911092663)",40.818173536,-73.911092663
"750","07X473","MOTT HAVEN VILLAGE PREPARATORY HIGH SCHOOL",63,351,375,371,1097,20102011,82.6,362,11,20.2,0.8,25.4,73.2,0,51.9,"Bronx","(40.818173536, -73.911092663)",40.818173536,-73.911092663
"751","07X473","MOTT HAVEN VILLAGE PREPARATORY HIGH SCHOOL",63,351,375,371,1097,20112012,78.5,363,9.6,18.5,1.1,22.6,76,0,50.1,"Bronx","(40.818173536, -73.911092663)",40.818173536,-73.911092663
"752","07X495","UNIVERSITY HEIGHTS SECONDARY SCHOOL",79,403,394,404,1201,20052006,NA,422,9.2,10.2,0.9,28.9,67.8,1.2,47.2,"Bronx","(40.818173536, -73.911092663)",40.818173536,-73.911092663
"753","07X495","UNIVERSITY HEIGHTS SECONDARY SCHOOL",79,403,394,404,1201,20062007,NA,440,5.7,10.2,0.2,25.7,72.5,0.5,47.5,"Bronx","(40.818173536, -73.911092663)",40.818173536,-73.911092663
"754","07X495","UNIVERSITY HEIGHTS SECONDARY SCHOOL",79,403,394,404,1201,20072008,NA,425,5.2,6.4,0.7,25.4,71.8,0.9,42.6,"Bronx","(40.818173536, -73.911092663)",40.818173536,-73.911092663
"755","07X495","UNIVERSITY HEIGHTS SECONDARY SCHOOL",79,403,394,404,1201,20082009,NA,432,3.9,7.6,1.2,21.8,75.7,1.2,42.6,"Bronx","(40.818173536, -73.911092663)",40.818173536,-73.911092663
"756","07X495","UNIVERSITY HEIGHTS SECONDARY SCHOOL",79,403,394,404,1201,20092010,91.4,450,6,7.6,1.3,17.6,78.9,2,40.4,"Bronx","(40.818173536, -73.911092663)",40.818173536,-73.911092663
"757","07X495","UNIVERSITY HEIGHTS SECONDARY SCHOOL",79,403,394,404,1201,20102011,93.8,440,5.7,5.7,1.4,13.6,82.5,1.1,43,"Bronx","(40.818173536, -73.911092663)",40.818173536,-73.911092663
"758","07X495","UNIVERSITY HEIGHTS SECONDARY SCHOOL",79,403,394,404,1201,20112012,90.1,465,3.7,5.2,2.6,18.1,78.1,1.3,43.2,"Bronx","(40.818173536, -73.911092663)",40.818173536,-73.911092663
"759","07X500","HOSTOSsLINCOLN ACADEMY OF SCIENCE",66,420,426,411,1257,20052006,NA,525,6.3,7.8,4.2,19.8,74.5,0.6,39.4,"Bronx","(40.814955342, -73.912519542)",40.814955342,-73.912519542
"760","07X500","HOSTOSsLINCOLN ACADEMY OF SCIENCE",66,420,426,411,1257,20062007,NA,534,4.5,8.1,3.7,22.8,72.5,0.2,39.3,"Bronx","(40.814955342, -73.912519542)",40.814955342,-73.912519542
"761","07X500","HOSTOSsLINCOLN ACADEMY OF SCIENCE",66,420,426,411,1257,20072008,NA,504,5.4,10.3,2.4,22.8,74.4,0.2,41.9,"Bronx","(40.814955342, -73.912519542)",40.814955342,-73.912519542
"762","07X500","HOSTOSsLINCOLN ACADEMY OF SCIENCE",66,420,426,411,1257,20082009,NA,517,5.8,12.8,2.5,27.3,69.8,0.4,43.9,"Bronx","(40.814955342, -73.912519542)",40.814955342,-73.912519542
"763","07X500","HOSTOSsLINCOLN ACADEMY OF SCIENCE",66,420,426,411,1257,20092010,67.2,560,6.4,15.2,1.8,26.4,70.9,0.9,44.3,"Bronx","(40.814955342, -73.912519542)",40.814955342,-73.912519542
"764","07X500","HOSTOSsLINCOLN ACADEMY OF SCIENCE",66,420,426,411,1257,20102011,76.2,600,6.2,12.2,1.8,25,72,0.7,44.5,"Bronx","(40.814955342, -73.912519542)",40.814955342,-73.912519542
"765","07X500","HOSTOSsLINCOLN ACADEMY OF SCIENCE",66,420,426,411,1257,20112012,68.3,538,5.6,11.9,2,24,72.7,0.7,45.2,"Bronx","(40.814955342, -73.912519542)",40.814955342,-73.912519542
"766","07X520","FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES",64,399,396,391,1186,20052006,NA,420,10.7,12.1,2.1,23.3,70.5,2.1,41.9,"Bronx","(40.811138856, -73.909787127)",40.811138856,-73.909787127
"767","07X520","FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES",64,399,396,391,1186,20062007,NA,470,6,14.3,1.9,22.6,71.7,1.1,43.6,"Bronx","(40.811138856, -73.909787127)",40.811138856,-73.909787127
"768","07X520","FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES",64,399,396,391,1186,20072008,NA,481,10.6,14.3,2.7,22.2,73.6,1,44.1,"Bronx","(40.811138856, -73.909787127)",40.811138856,-73.909787127
"769","07X520","FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES",64,399,396,391,1186,20082009,NA,491,10.4,17.1,2.4,23.2,72.3,1.2,44.2,"Bronx","(40.811138856, -73.909787127)",40.811138856,-73.909787127
"770","07X520","FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES",64,399,396,391,1186,20092010,92.4,457,14.2,17.7,2.8,22.8,72.2,1.3,45.3,"Bronx","(40.811138856, -73.909787127)",40.811138856,-73.909787127
"771","07X520","FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES",64,399,396,391,1186,20102011,93.8,394,17.3,21.1,2.8,26.1,69.5,0.8,45.2,"Bronx","(40.811138856, -73.909787127)",40.811138856,-73.909787127
"772","07X520","FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES",64,399,396,391,1186,20112012,89.9,311,21.9,22.5,3.2,26,68.8,1,45.3,"Bronx","(40.811138856, -73.909787127)",40.811138856,-73.909787127
"773","07X527","BRONX LEADERSHIP ACADEMY II HIGH SCHOOL",62,362,378,363,1103,20052006,NA,361,5.8,11.4,1.7,47.1,42.1,1.1,43.5,"Bronx","(40.82277649, -73.923522794)",40.82277649,-73.923522794
"774","07X527","BRONX LEADERSHIP ACADEMY II HIGH SCHOOL",62,362,378,363,1103,20062007,NA,402,5.7,11.7,0.7,41.8,46,1.5,46,"Bronx","(40.82277649, -73.923522794)",40.82277649,-73.923522794
"775","07X527","BRONX LEADERSHIP ACADEMY II HIGH SCHOOL",62,362,378,363,1103,20072008,NA,437,9.6,15.1,1.6,39.6,50.8,1.4,48.3,"Bronx","(40.82277649, -73.923522794)",40.82277649,-73.923522794
"776","07X527","BRONX LEADERSHIP ACADEMY II HIGH SCHOOL",62,362,378,363,1103,20082009,NA,453,11,17.9,1.1,37.7,58.9,0.9,51,"Bronx","(40.82277649, -73.923522794)",40.82277649,-73.923522794
"777","07X527","BRONX LEADERSHIP ACADEMY II HIGH SCHOOL",62,362,378,363,1103,20092010,68.2,446,12.3,19.3,1.1,38.6,59.9,0,51.3,"Bronx","(40.82277649, -73.923522794)",40.82277649,-73.923522794
"778","07X527","BRONX LEADERSHIP ACADEMY II HIGH SCHOOL",62,362,378,363,1103,20102011,68.2,480,13.3,20.4,0.8,40.4,57.9,0.4,52.3,"Bronx","(40.82277649, -73.923522794)",40.82277649,-73.923522794
"779","07X527","BRONX LEADERSHIP ACADEMY II HIGH SCHOOL",62,362,378,363,1103,20112012,77,502,14.1,18.5,1.4,41.2,56,1,54,"Bronx","(40.82277649, -73.923522794)",40.82277649,-73.923522794
"780","07X547","NEW EXPLORERS HIGH SCHOOL",28,367,356,361,1084,20052006,NA,336,5.1,15.2,0.3,35.4,63.1,0.9,56.8,"Bronx","(40.82277649, -73.923522794)",40.82277649,-73.923522794
"781","07X547","NEW EXPLORERS HIGH SCHOOL",28,367,356,361,1084,20062007,NA,326,2.5,15.3,0.9,37.1,59.5,1.5,58.6,"Bronx","(40.82277649, -73.923522794)",40.82277649,-73.923522794
"782","07X547","NEW EXPLORERS HIGH SCHOOL",28,367,356,361,1084,20072008,NA,334,6,15.6,0.9,38,59.3,1.2,59,"Bronx","(40.82277649, -73.923522794)",40.82277649,-73.923522794
"783","07X547","NEW EXPLORERS HIGH SCHOOL",28,367,356,361,1084,20082009,NA,320,5.6,16.3,0,36.3,62.8,0.6,60.9,"Bronx","(40.82277649, -73.923522794)",40.82277649,-73.923522794
"784","07X547","NEW EXPLORERS HIGH SCHOOL",28,367,356,361,1084,20092010,91,310,11.6,20,0.3,35.5,63.2,0.3,60.6,"Bronx","(40.82277649, -73.923522794)",40.82277649,-73.923522794
"785","07X547","NEW EXPLORERS HIGH SCHOOL",28,367,356,361,1084,20102011,93.2,342,14.6,20.5,0.3,28.9,69.6,0.3,55.3,"Bronx","(40.82277649, -73.923522794)",40.82277649,-73.923522794
"786","07X547","NEW EXPLORERS HIGH SCHOOL",28,367,356,361,1084,20112012,90.4,383,15.7,25.1,0.5,30.3,68.1,0.5,57.7,"Bronx","(40.82277649, -73.923522794)",40.82277649,-73.923522794
"787","07X548","URBAN ASSEMBLY SCHOOL FOR CAREERS IN SPORTS",44,387,411,383,1181,20052006,NA,309,2.6,8.4,0,33,66,0.6,69.9,"Bronx","(40.82277649, -73.923522794)",40.82277649,-73.923522794
"788","07X548","URBAN ASSEMBLY SCHOOL FOR CAREERS IN SPORTS",44,387,411,383,1181,20062007,NA,322,1.2,9.3,0.6,31.7,66.1,1.2,78.3,"Bronx","(40.82277649, -73.923522794)",40.82277649,-73.923522794
"789","07X548","URBAN ASSEMBLY SCHOOL FOR CAREERS IN SPORTS",44,387,411,383,1181,20072008,NA,326,2.5,11.3,0.6,30.7,68.1,0.3,82.8,"Bronx","(40.82277649, -73.923522794)",40.82277649,-73.923522794
"790","07X548","URBAN ASSEMBLY SCHOOL FOR CAREERS IN SPORTS",44,387,411,383,1181,20082009,NA,324,4,12.7,0.9,28.7,69.1,0.3,84.3,"Bronx","(40.82277649, -73.923522794)",40.82277649,-73.923522794
"791","07X548","URBAN ASSEMBLY SCHOOL FOR CAREERS IN SPORTS",44,387,411,383,1181,20092010,82.1,341,6.2,15.5,1.2,29,69.8,0,83.6,"Bronx","(40.82277649, -73.923522794)",40.82277649,-73.923522794
"792","07X548","URBAN ASSEMBLY SCHOOL FOR CAREERS IN SPORTS",44,387,411,383,1181,20102011,83,424,5.2,19.3,0.7,23.6,71.7,0,83.5,"Bronx","(40.82277649, -73.923522794)",40.82277649,-73.923522794
"793","07X548","URBAN ASSEMBLY SCHOOL FOR CAREERS IN SPORTS",44,387,411,383,1181,20112012,74.3,477,5,18.7,0.4,26.6,70.4,0.4,84.3,"Bronx","(40.82277649, -73.923522794)",40.82277649,-73.923522794
"794","07X551","BRONX ACADEMY OF LETTERS",51,413,381,407,1201,20052006,NA,229,6.1,6.1,3.5,38.9,51.5,3.1,34.5,"Bronx","(40.813359303, -73.925536515)",40.813359303,-73.925536515
"795","07X551","BRONX ACADEMY OF LETTERS",51,413,381,407,1201,20062007,NA,314,6.4,10.2,2.5,37.3,58.9,0.3,34.7,"Bronx","(40.813359303, -73.925536515)",40.813359303,-73.925536515
"796","07X551","BRONX ACADEMY OF LETTERS",51,413,381,407,1201,20072008,NA,435,8.3,12.6,1.8,35.9,59.8,0.7,37.5,"Bronx","(40.813359303, -73.925536515)",40.813359303,-73.925536515
"797","07X551","BRONX ACADEMY OF LETTERS",51,413,381,407,1201,20082009,NA,502,8.8,18.1,1.8,36.9,60.4,0.6,38.8,"Bronx","(40.813359303, -73.925536515)",40.813359303,-73.925536515
"798","07X551","BRONX ACADEMY OF LETTERS",51,413,381,407,1201,20092010,89.2,581,10.2,20.3,1.2,34.9,63.3,0.3,42.5,"Bronx","(40.813359303, -73.925536515)",40.813359303,-73.925536515
"799","07X551","BRONX ACADEMY OF LETTERS",51,413,381,407,1201,20102011,86.9,571,10,19.6,1.1,33.8,64.8,0.2,41.5,"Bronx","(40.813359303, -73.925536515)",40.813359303,-73.925536515
"800","07X551","BRONX ACADEMY OF LETTERS",51,413,381,407,1201,20112012,79.1,555,9.4,24,0.5,34.1,64.3,0.9,44.5,"Bronx","(40.813359303, -73.925536515)",40.813359303,-73.925536515
"801","07X600","ALFRED E. SMITH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",76,394,400,364,1158,20052006,NA,1285,7.2,18.3,1.9,32.6,63.5,1,85.6,"Bronx","(40.818246889, -73.919735678)",40.818246889,-73.919735678
"802","07X600","ALFRED E. SMITH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",76,394,400,364,1158,20062007,NA,1258,7.5,19.2,2.1,32.8,63.3,0.9,86.1,"Bronx","(40.818246889, -73.919735678)",40.818246889,-73.919735678
"803","07X600","ALFRED E. SMITH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",76,394,400,364,1158,20072008,NA,1189,11,18.6,2.3,33.8,63,0.4,87.6,"Bronx","(40.818246889, -73.919735678)",40.818246889,-73.919735678
"804","07X600","ALFRED E. SMITH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",76,394,400,364,1158,20082009,NA,1176,9.3,18.5,2.6,34,62.5,0.5,89.2,"Bronx","(40.818246889, -73.919735678)",40.818246889,-73.919735678
"805","07X600","ALFRED E. SMITH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",76,394,400,364,1158,20092010,71.7,1096,10.1,17.9,1.9,35.5,61.1,0.6,91,"Bronx","(40.818246889, -73.919735678)",40.818246889,-73.919735678
"806","07X600","ALFRED E. SMITH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",76,394,400,364,1158,20102011,88.8,947,9.8,21.3,1.3,37,60.7,0.6,92,"Bronx","(40.818246889, -73.919735678)",40.818246889,-73.919735678
"807","07X600","ALFRED E. SMITH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",76,394,400,364,1158,20112012,76.7,738,9.1,22,1.4,35.9,61.5,0.7,92.7,"Bronx","(40.818246889, -73.919735678)",40.818246889,-73.919735678
"808","07X655","SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",47,398,416,370,1184,20052006,NA,1533,13.5,17,1.5,29.3,67,0.6,77,NA,NA,NA,NA
"809","07X655","SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",47,398,416,370,1184,20062007,NA,1537,9.8,18.9,1.5,29,68.1,0.6,74.8,NA,NA,NA,NA
"810","07X655","SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",47,398,416,370,1184,20072008,NA,1488,15.2,19,1.4,28.3,68.3,0.9,76.1,NA,NA,NA,NA
"811","07X655","SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",47,398,416,370,1184,20082009,NA,1300,14.8,20.8,1.3,28.4,68.6,0.8,77.2,NA,NA,NA,NA
"812","07X655","SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",47,398,416,370,1184,20092010,83.5,1097,15.5,18.7,1.5,28,69,0.6,77.8,NA,NA,NA,NA
"813","07X655","SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",47,398,416,370,1184,20102011,83.5,826,16.1,25.7,1.3,30.1,67.1,0.6,77.5,NA,NA,NA,NA
"814","07X655","SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",47,398,416,370,1184,20112012,75.7,663,17,26.1,1.2,32.4,64.9,0.8,79.6,NA,NA,NA,NA
"815","07X670","HEALTH OPPORTUNITIES HIGH SCHOOL",114,363,368,364,1095,20052006,NA,593,4.6,10.8,1.2,39.5,56,1.5,26.6,"Bronx","(40.816084481, -73.930323839)",40.816084481,-73.930323839
"816","07X670","HEALTH OPPORTUNITIES HIGH SCHOOL",114,363,368,364,1095,20062007,NA,586,4.1,10.8,1.4,40.3,54.6,1.2,26.5,"Bronx","(40.816084481, -73.930323839)",40.816084481,-73.930323839
"817","07X670","HEALTH OPPORTUNITIES HIGH SCHOOL",114,363,368,364,1095,20072008,NA,624,6.9,12.5,1.6,37.5,59.8,1.1,27.6,"Bronx","(40.816084481, -73.930323839)",40.816084481,-73.930323839
"818","07X670","HEALTH OPPORTUNITIES HIGH SCHOOL",114,363,368,364,1095,20082009,NA,641,6.4,13.9,2,36.7,60.8,0.5,28.9,"Bronx","(40.816084481, -73.930323839)",40.816084481,-73.930323839
"819","07X670","HEALTH OPPORTUNITIES HIGH SCHOOL",114,363,368,364,1095,20092010,89.9,616,7.3,11.9,2.3,34.9,61.4,0.2,28.2,"Bronx","(40.816084481, -73.930323839)",40.816084481,-73.930323839
"820","07X670","HEALTH OPPORTUNITIES HIGH SCHOOL",114,363,368,364,1095,20102011,89.1,608,8.6,15.6,2.3,37,60.5,0,27,"Bronx","(40.816084481, -73.930323839)",40.816084481,-73.930323839
"821","07X670","HEALTH OPPORTUNITIES HIGH SCHOOL",114,363,368,364,1095,20112012,77.8,587,10.4,19.6,3.1,39.2,56.9,0.5,28.6,"Bronx","(40.816084481, -73.930323839)",40.816084481,-73.930323839
"822","08X269","BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS",NA,NA,NA,NA,NA,20092010,94.7,306,13.7,21.2,1.6,22.9,73.9,1,47.1,"Bronx","(40.820623637, -73.893073519)",40.820623637,-73.893073519
"823","08X269","BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS",NA,NA,NA,NA,NA,20102011,94.7,394,10.7,20.1,1.3,22.1,74.6,1,42.6,"Bronx","(40.820623637, -73.893073519)",40.820623637,-73.893073519
"824","08X269","BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS",NA,NA,NA,NA,NA,20112012,85.6,500,9.2,13.4,1.2,22.4,74.8,1,44,"Bronx","(40.820623637, -73.893073519)",40.820623637,-73.893073519
"825","08X282","WOMEN'S ACADEMY OF EXCELLENCE",44,407,386,378,1171,20062007,NA,243,2.1,7,2.5,53.9,40.7,0.4,0.4,"Bronx","(40.81491834, -73.856565535)",40.81491834,-73.856565535
"826","08X282","WOMEN'S ACADEMY OF EXCELLENCE",44,407,386,378,1171,20072008,NA,295,1,6.1,1.7,50.5,45.8,0.7,0.3,"Bronx","(40.81491834, -73.856565535)",40.81491834,-73.856565535
"827","08X282","WOMEN'S ACADEMY OF EXCELLENCE",44,407,386,378,1171,20082009,NA,282,2.8,7.1,1.8,53.5,41.1,1.4,0,"Bronx","(40.81491834, -73.856565535)",40.81491834,-73.856565535
"828","08X282","WOMEN'S ACADEMY OF EXCELLENCE",44,407,386,378,1171,20092010,53.7,306,4.2,8.5,2.3,50,42.8,2.3,0,"Bronx","(40.81491834, -73.856565535)",40.81491834,-73.856565535
"829","08X282","WOMEN'S ACADEMY OF EXCELLENCE",44,407,386,378,1171,20102011,79.5,308,3.9,11.7,2.6,44.2,49.4,3.2,0.6,"Bronx","(40.81491834, -73.856565535)",40.81491834,-73.856565535
"830","08X282","WOMEN'S ACADEMY OF EXCELLENCE",44,407,386,378,1171,20112012,72.2,379,2.6,15.6,2.9,45.9,46.4,2.4,0.3,"Bronx","(40.81491834, -73.856565535)",40.81491834,-73.856565535
"831","08X293","RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER & TECHNOLOGY",52,384,385,389,1158,20052006,NA,270,2.2,6.3,2.6,34.4,53.7,5.2,28.5,"Bronx","(40.840513977, -73.83812096)",40.840513977,-73.83812096
"832","08X293","RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER & TECHNOLOGY",52,384,385,389,1158,20062007,NA,370,3.5,11.9,1.9,32.2,58.4,4.9,32.2,"Bronx","(40.840513977, -73.83812096)",40.840513977,-73.83812096
"833","08X293","RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER & TECHNOLOGY",52,384,385,389,1158,20072008,NA,432,6,12.5,1.6,34.7,60.2,3,32.4,"Bronx","(40.840513977, -73.83812096)",40.840513977,-73.83812096
"834","08X293","RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER & TECHNOLOGY",52,384,385,389,1158,20082009,NA,442,2.5,16.1,2.3,33,61.1,2.3,35.7,"Bronx","(40.840513977, -73.83812096)",40.840513977,-73.83812096
"835","08X293","RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER & TECHNOLOGY",52,384,385,389,1158,20092010,80.7,459,3.9,18.5,2.4,32.5,59.9,4.6,40.3,"Bronx","(40.840513977, -73.83812096)",40.840513977,-73.83812096
"836","08X293","RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER & TECHNOLOGY",52,384,385,389,1158,20102011,78.2,459,2.4,19,3.3,29.4,60.8,6.1,38.8,"Bronx","(40.840513977, -73.83812096)",40.840513977,-73.83812096
"837","08X293","RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER & TECHNOLOGY",52,384,385,389,1158,20112012,66.4,469,4.5,21.7,2.6,25.4,63.8,7.7,38,"Bronx","(40.840513977, -73.83812096)",40.840513977,-73.83812096
"838","08X295","GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECHNOLOGY",41,416,390,394,1200,20052006,NA,268,11.2,9,5.6,35.8,54.9,1.9,61.2,NA,NA,NA,NA
"839","08X295","GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECHNOLOGY",41,416,390,394,1200,20062007,NA,372,10.5,12.9,6.5,32.3,58.6,1.1,63.4,NA,NA,NA,NA
"840","08X295","GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECHNOLOGY",41,416,390,394,1200,20072008,NA,414,12.6,15.2,5.8,35,56.8,1.4,67.4,NA,NA,NA,NA
"841","08X295","GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECHNOLOGY",41,416,390,394,1200,20082009,NA,474,12,16,4.9,36.7,57.6,0.8,63.3,NA,NA,NA,NA
"842","08X295","GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECHNOLOGY",41,416,390,394,1200,20092010,83.2,506,13.6,21.3,4.3,33.4,60.3,1,61.5,NA,NA,NA,NA
"843","08X295","GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECHNOLOGY",41,416,390,394,1200,20102011,81.8,510,12.9,22.5,5.7,34.3,57.5,1.6,63.7,NA,NA,NA,NA
"844","08X295","GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECHNOLOGY",41,416,390,394,1200,20112012,74.6,478,11.5,24.1,5.6,33.1,59.4,1,60,NA,NA,NA,NA
"845","08X305","PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD STUDIES",67,337,361,340,1038,20052006,NA,274,13.5,16.1,1.1,28.8,67.9,0.7,71.9,"Bronx","(40.822303765, -73.85596139)",40.822303765,-73.85596139
